tic_id,Teff,rad,mass,logg,Tmag,contratio
KIC2581554,4975.0,0.734,0.746,4.579,12.86,
KIC5450893,6046.0,1.396,1.024,4.158,12.861,
KIC2142522,6113.0,1.218,1.194,4.341,12.867,
KIC8711794,5666.0,0.967,0.785,4.362,12.87,
KIC11075737,5780.0,0.966,0.899,4.421,12.872,
KIC11774991,4856.0,0.705,0.79,4.624,12.879,
KIC8395660,5854.0,1.012,0.951,4.406,12.882,
KIC5350244,6084.0,1.169,1.037,4.319,12.885,
KIC8121310,6336.0,1.403,1.324,4.266,12.885,
KIC5780885,6036.0,1.909,1.236,3.968,12.885,
KIC4150804,5650.0,1.044,0.818,4.313,12.888,
KIC10318874,4780.0,0.761,0.835,4.597,12.895,
KIC10063208,5525.0,0.888,0.939,4.514,12.897,
KIC2692377,5533.0,1.089,0.94,4.337,12.899,
KIC9836959,5868.0,1.042,0.915,4.363,12.9,
KIC12301181,4997.0,0.746,0.806,4.598,12.906,
KIC4164922,5014.0,0.756,0.756,4.559,12.914,
KIC10736489,,,,,12.92,
KIC7603200,3846.0,0.503,0.505,4.738,12.925,
KIC11086270,5869.0,1.626,1.019,4.024,12.935,
KIC11802615,5725.0,1.088,0.915,4.326,12.935,
KIC8751796,6256.0,1.269,1.087,4.269,12.938,
KIC5963582,5422.0,1.782,1.02,3.945,12.939,
KIC6975129,6243.0,1.149,1.226,4.406,12.949,
KIC9473078,5457.0,1.196,0.903,4.239,12.953,
KIC9489524,5208.0,0.772,0.796,4.563,12.957,
KIC7700622,4894.0,0.684,0.753,4.637,12.968,
KIC6063220,4783.0,0.741,0.805,4.602,12.97,
KIC10676014,4925.0,0.742,0.778,4.588,12.971,
KIC7273277,5815.0,0.992,1.038,4.461,12.987,
KIC4043190,5426.0,1.421,0.943,4.107,12.988,
KIC6364582,5627.0,0.833,0.902,4.552,12.988,
KIC3098810,6183.0,1.3,1.241,4.301,12.988,
KIC7419318,5188.0,0.795,0.814,4.547,12.99,
KIC2307415,6140.0,1.277,1.094,4.265,12.992,
KIC3328080,5702.0,1.125,0.837,4.258,12.994,
KIC9881662,5945.0,1.089,1.092,4.402,12.996,
KIC5966154,6034.0,1.179,1.164,4.359,13.004,
KIC12365184,6430.0,1.731,1.398,4.107,13.005,
KIC9790806,5461.0,0.858,0.957,4.552,13.007,
KIC12306058,4938.0,3.324,1.136,3.45,13.007,
KIC5534941,5423.0,1.404,0.915,4.105,13.024,
KIC9573539,5632.0,0.853,0.952,4.554,13.024,
KIC6184894,5388.0,0.717,0.681,4.56,13.028,
KIC11954842,5948.0,1.025,0.93,4.384,13.029,
KIC5020319,6020.0,1.085,1.049,4.389,13.034,
KIC1871056,6207.0,2.097,1.472,3.963,13.038,
KIC5735762,5192.0,0.873,0.856,4.489,13.04,
KIC10290666,5914.0,1.135,1.172,4.396,13.046,
KIC11669125,5811.0,0.866,0.94,4.536,13.046,
KIC5211199,5343.0,2.506,1.33,3.764,13.052,
KIC8242434,4827.0,0.729,0.817,4.615,13.054,
KIC3120904,6049.0,2.483,1.419,3.8,13.062,
KIC11764462,5646.0,0.932,0.986,4.493,13.069,
KIC8750043,5637.0,0.909,0.914,4.482,13.09,
KIC8105398,6072.0,1.286,0.818,4.133,13.093,
KIC8773015,6254.0,1.706,1.11,4.019,13.096,
KIC12404954,5703.0,0.975,1.091,4.498,13.1,
KIC11754430,5710.0,1.524,1.003,4.073,13.102,
KIC3433668,5831.0,1.382,1.011,4.162,13.109,
KIC6061773,5129.0,1.781,0.887,3.884,13.115,
KIC8653134,5101.0,0.67,0.699,4.63,13.116,
KIC11069176,5817.0,2.153,1.276,3.877,13.127,
KIC6879171,6040.0,1.686,0.984,3.978,13.128,
KIC9763612,5428.0,0.853,0.971,4.563,13.136,
KIC9892816,6297.0,1.369,1.247,4.26,13.147,
KIC10663396,5511.0,1.93,1.115,3.914,13.153,
KIC4056616,4507.0,0.724,0.715,4.573,13.156,
KIC11621223,6045.0,1.298,1.166,4.276,13.174,
KIC9950612,4499.0,0.639,0.643,4.635,13.177,
KIC7515212,5867.0,1.356,1.153,4.235,13.178,
KIC6803202,5706.0,1.034,0.94,4.382,13.182,
KIC6685609,5918.0,1.555,1.181,4.127,13.182,
KIC4242692,6520.0,1.713,1.094,4.01,13.194,
KIC5631630,6369.0,1.729,1.337,4.088,13.2,
KIC10982872,5794.0,1.225,1.004,4.263,13.203,
KIC8644365,6047.0,1.092,1.059,4.387,13.204,
KIC9763348,6283.0,1.531,1.15,4.129,13.205,
KIC6058816,6056.0,2.481,1.408,3.797,13.214,
KIC8636434,6325.0,1.349,1.252,4.274,13.215,
KIC11760231,5187.0,0.774,0.858,4.592,13.218,
KIC11403530,5799.0,1.375,0.999,4.161,13.219,
KIC8883329,6194.0,1.314,1.098,4.242,13.223,
KIC11974540,5313.0,9.327,2.736,2.936,13.224,
KIC11565924,6995.0,2.274,1.584,3.925,13.228,
KIC11568987,5936.0,0.965,1.075,4.501,13.235,
KIC5856571,5476.0,1.673,0.819,3.904,13.237,
KIC10585852,4986.0,3.464,1.268,3.462,13.242,
KIC7668663,5727.0,1.104,0.946,4.328,13.25,
KIC10063802,6469.0,1.467,1.406,4.253,13.256,
KIC5185897,4498.0,0.635,0.698,4.661,13.256,
KIC3852655,5721.0,1.131,0.945,4.307,13.256,
KIC11923284,5919.0,1.0,0.994,4.435,13.263,
KIC8890924,5159.0,3.062,1.373,3.604,13.263,
KIC9117416,6120.0,2.0,1.251,3.934,13.266,
KIC7673192,6052.0,1.202,1.015,4.285,13.268,
KIC11666881,6236.0,1.378,1.224,4.246,13.273,
KIC3353050,6049.0,2.52,1.359,3.769,13.281,
KIC7509886,5297.0,0.825,0.938,4.578,13.283,
KIC10024701,5931.0,1.053,1.023,4.403,13.286,
KIC4365645,5251.0,0.847,0.91,4.541,13.293,
KIC12356617,5755.0,1.549,1.105,4.101,13.293,
KIC9590976,6167.0,1.689,1.135,4.037,13.294,
KIC11135308,6324.0,1.115,1.017,4.352,13.295,
KIC9909735,5729.0,0.939,1.051,4.514,13.297,
KIC9277896,6056.0,1.381,1.148,4.217,13.298,
KIC10874614,5640.0,1.291,1.047,4.236,13.303,
KIC4563268,5604.0,0.912,1.004,4.52,13.307,
KIC4570949,6309.0,1.412,1.15,4.199,13.308,
KIC5613330,6188.0,1.524,1.33,4.196,13.31,
KIC12206313,6115.0,1.291,1.077,4.249,13.312,
KIC9704384,5448.0,0.883,0.877,4.489,13.317,
KIC6269070,6381.0,2.232,1.436,3.897,13.321,
KIC8278371,5718.0,1.037,0.974,4.395,13.326,
KIC10777591,6024.0,1.009,0.756,4.309,13.328,
KIC10779233,5646.0,0.954,0.929,4.447,13.328,
KIC3442055,5618.0,0.996,0.911,4.401,13.331,
KIC5121511,5324.0,0.853,0.928,4.544,13.332,
KIC2849805,5751.0,0.983,0.987,4.447,13.333,
KIC4947556,5083.0,0.844,0.844,4.512,13.336,
KIC6365156,5843.0,1.332,1.151,4.25,13.336,
KIC10878263,5497.0,0.941,0.884,4.437,13.338,
KIC3629967,5818.0,1.647,1.149,4.065,13.34,
KIC11074541,4883.0,0.749,0.725,4.549,13.34,
KIC8417078,6144.0,1.393,0.999,4.149,13.341,
KIC5084942,4989.0,0.791,0.878,4.585,13.341,
KIC7124613,6570.0,2.297,1.396,3.86,13.343,
KIC11298298,5807.0,1.012,1.021,4.437,13.345,
KIC4991208,5561.0,0.873,0.85,4.486,13.348,
KIC8022489,5616.0,1.674,1.032,4.004,13.349,
KIC6468138,5818.0,1.2,0.991,4.276,13.35,
KIC12154526,5700.0,1.176,1.071,4.327,13.351,
KIC5281113,6292.0,1.873,1.324,4.014,13.352,
KIC6021193,5711.0,1.391,1.173,4.221,13.353,
KIC8800954,5305.0,0.818,0.753,4.489,13.354,
KIC7742408,4928.0,1.688,0.962,3.966,13.354,
KIC9003401,6000.0,1.126,1.068,4.363,13.355,
KIC3867615,6053.0,1.26,1.098,4.279,13.358,
KIC4827723,5411.0,0.831,0.917,4.561,13.359,
KIC11241912,5929.0,1.04,1.0,4.403,13.359,
KIC7778621,4970.0,1.806,0.996,3.924,13.367,
KIC8191672,6290.0,1.746,1.319,4.074,13.369,
KIC11566064,6200.0,1.64,1.158,4.072,13.374,
KIC7810483,6127.0,1.637,1.109,4.055,13.377,
KIC12058147,5866.0,1.282,0.95,4.2,13.38,
KIC5652893,5153.0,0.767,0.763,4.551,13.38,
KIC5177859,5839.0,1.227,1.044,4.279,13.382,
KIC10916600,6187.0,1.238,1.23,4.341,13.383,
KIC10615440,6025.0,1.196,1.119,4.331,13.385,
KIC12254909,6074.0,1.183,1.197,4.368,13.386,
KIC9873254,5676.0,1.28,1.056,4.247,13.387,
KIC10454632,4975.0,0.724,0.818,4.614,13.389,
KIC10337258,6534.0,1.9,1.238,3.973,13.39,
KIC9702072,5328.0,0.865,0.971,4.551,13.393,
KIC8424002,3419.0,0.344,0.346,4.904,13.393,
KIC8766650,4987.0,0.773,0.742,4.531,13.395,
KIC3835670,5774.0,1.412,1.048,4.159,13.397,
KIC4742414,5868.0,1.407,1.066,4.169,13.398,
KIC11015108,5607.0,0.863,0.932,4.536,13.4,
KIC8280511,5528.0,0.853,0.838,4.499,13.404,
KIC4149450,5541.0,0.934,0.942,4.472,13.405,
KIC6125481,5460.0,3.231,1.609,3.626,13.413,
KIC3939150,5968.0,1.857,1.179,3.972,13.42,
KIC6607357,5727.0,1.104,0.946,4.328,13.421,
KIC7610663,5755.0,0.993,0.909,4.402,13.421,
KIC8311864,5579.0,0.798,0.892,4.58,13.426,
KIC11673802,4994.0,3.818,1.441,3.433,13.427,
KIC7430034,5938.0,1.184,1.097,4.331,13.429,
KIC8804397,6028.0,1.047,1.149,4.459,13.43,
KIC8972058,5881.0,1.171,1.032,4.315,13.431,
KIC6442377,6325.0,1.518,1.296,4.188,13.432,
KIC3446746,5411.0,0.888,0.862,4.477,13.435,
KIC8745553,5889.0,4.912,2.006,3.358,13.435,
KIC5688683,4353.0,0.603,0.648,4.681,13.435,
KIC9631995,5972.0,1.237,1.148,4.313,13.435,
KIC3634051,5874.0,3.006,1.519,3.664,13.436,
KIC8805348,5739.0,0.896,0.875,4.476,13.437,
KIC11804465,5953.0,1.415,1.093,4.175,13.438,
KIC11512246,5761.0,1.518,1.036,4.091,13.438,
KIC4136466,6060.0,1.257,0.972,4.227,13.446,
KIC6755944,6105.0,2.304,1.235,3.805,13.447,
KIC10552611,4908.0,0.782,0.824,4.567,13.448,
KIC7673841,5767.0,1.135,0.91,4.287,13.455,
KIC3839488,5800.0,1.435,1.195,4.202,13.459,
KIC5369827,5508.0,0.84,0.955,4.569,13.461,
KIC7762723,5693.0,0.816,0.911,4.57,13.461,
KIC12252424,4728.0,0.693,0.768,4.628,13.461,
KIC11818872,5420.0,0.868,0.874,4.502,13.463,
KIC12401863,5865.0,1.272,1.088,4.266,13.467,
KIC4741126,6119.0,1.299,1.157,4.274,13.47,
KIC6752002,4991.0,0.804,0.767,4.513,13.473,
KIC7532973,6296.0,1.305,1.076,4.24,13.48,
KIC6442340,5762.0,1.143,0.982,4.314,13.484,
KIC10089911,6303.0,3.53,1.786,3.595,13.487,
KIC9965439,6086.0,1.227,1.037,4.276,13.489,
KIC3561464,5745.0,3.955,1.801,3.499,13.489,
KIC4478168,6063.0,1.191,1.009,4.29,13.49,
KIC8559644,5873.0,1.235,1.092,4.293,13.492,
KIC8030148,5746.0,1.173,0.927,4.266,13.494,
KIC10905746,3609.0,0.422,0.452,4.843,13.496,
KIC10285631,5548.0,1.614,1.038,4.038,13.497,
KIC10713616,6056.0,2.562,1.468,3.788,13.498,
KIC9009036,6547.0,1.63,1.289,4.122,13.499,
KIC5120087,6141.0,1.352,1.247,4.272,13.5,
KIC6425957,4121.0,0.553,0.57,4.709,13.506,
KIC6362874,5487.0,0.832,0.924,4.563,13.507,
KIC6265665,5002.0,0.753,0.723,4.543,13.509,
KIC7097965,5887.0,1.177,0.985,4.29,13.516,
KIC5195172,5897.0,1.259,1.026,4.25,13.522,
KIC5716932,6160.0,2.046,1.443,3.976,13.524,
KIC11100383,5103.0,0.768,0.825,4.584,13.524,
KIC8277797,5390.0,0.876,0.883,4.499,13.53,
KIC6267535,5460.0,1.346,0.911,4.139,13.532,
KIC9662811,5550.0,0.911,0.906,4.476,13.534,
KIC6851425,5078.0,0.766,0.816,4.581,13.536,
KIC8559152,5945.0,1.346,1.039,4.196,13.539,
KIC3964109,6156.0,1.18,1.085,4.331,13.542,
KIC8644288,5356.0,1.055,0.882,4.338,13.549,
KIC5531694,6011.0,1.409,0.963,4.123,13.55,
KIC2302548,5095.0,0.78,0.816,4.566,13.562,
KIC6922244,6225.0,1.451,1.132,4.169,13.563,
KIC7455981,5559.0,0.79,0.714,4.496,13.572,
KIC8081187,4907.0,19.53,3.573,2.41,13.573,
KIC8827575,5383.0,0.842,0.874,4.528,13.573,
KIC9904006,6178.0,1.267,1.085,4.269,13.573,
KIC8685497,5836.0,1.166,1.1,4.347,13.574,
KIC2441495,5207.0,0.795,0.84,4.561,13.575,
KIC9597058,5365.0,0.834,0.873,4.537,13.576,
KIC3733628,4538.0,0.663,0.65,4.607,13.577,
KIC8494617,5897.0,1.081,0.97,4.357,13.578,
KIC8962094,5677.0,0.828,0.92,4.563,13.58,
KIC10154388,5547.0,0.933,0.897,4.451,13.581,
KIC12505503,5757.0,0.881,0.974,4.536,13.583,
KIC8611832,5610.0,1.104,0.889,4.301,13.584,
KIC11394027,5725.0,1.072,0.944,4.353,13.586,
KIC10190777,4575.0,0.737,0.726,4.564,13.59,
KIC5786676,5059.0,1.657,0.947,3.976,13.594,
KIC5113822,5750.0,0.882,0.98,4.538,13.595,
KIC3541946,5569.0,0.927,0.935,4.474,13.597,
KIC6037581,5865.0,1.272,1.088,4.266,13.598,
KIC8950853,5988.0,1.314,1.196,4.278,13.601,
KIC5770074,5798.0,1.019,0.976,4.411,13.605,
KIC9412623,6720.0,1.289,1.261,4.316,13.606,
KIC9011825,5623.0,1.588,1.104,4.079,13.611,
KIC1865042,5405.0,1.022,0.902,4.374,13.615,
KIC6265792,5874.0,1.297,1.096,4.252,13.615,
KIC5096590,5812.0,1.122,0.977,4.329,13.619,
KIC10074466,5872.0,1.153,1.041,4.332,13.624,
KIC6206214,6109.0,1.997,1.406,3.985,13.628,
KIC11771430,5855.0,1.373,1.161,4.227,13.628,
KIC9701962,5432.0,1.707,1.046,3.993,13.63,
KIC11126381,6202.0,1.062,1.122,4.436,13.631,
KIC10000941,5115.0,0.854,0.798,4.477,13.632,
KIC5272233,5885.0,1.111,1.004,4.348,13.642,
KIC7529266,6093.0,3.913,1.667,3.475,13.643,
KIC3831053,5687.0,1.775,1.08,3.973,13.644,
KIC9964801,5817.0,1.171,0.982,4.293,13.645,
KIC8557374,5736.0,1.008,1.087,4.467,13.648,
KIC11121752,6038.0,1.191,0.995,4.284,13.652,
KIC5796675,5303.0,0.817,0.86,4.547,13.653,
KIC7259298,6075.0,0.858,0.934,4.541,13.658,
KIC10026502,6210.0,1.054,1.028,4.407,13.658,
KIC6677841,6366.0,1.697,1.164,4.045,13.659,
KIC10253547,6103.0,1.383,1.109,4.202,13.66,
KIC2857607,5852.0,0.837,0.928,4.559,13.664,
KIC8686373,6501.0,1.854,1.419,4.054,13.666,
KIC7286173,5534.0,1.001,0.88,4.381,13.668,
KIC8583696,5900.0,1.167,1.012,4.309,13.672,
KIC9032900,6038.0,1.744,1.341,4.082,13.675,
KIC8878187,5827.0,1.447,1.081,4.151,13.684,
KIC9009953,5814.0,1.248,1.055,4.269,13.685,
KIC7211221,5637.0,0.96,0.924,4.439,13.687,
KIC11572193,6460.0,1.434,1.388,4.267,13.688,
KIC9471268,5103.0,0.789,0.82,4.558,13.693,
KIC8087812,5973.0,1.305,0.922,4.171,13.694,
KIC10094670,6232.0,1.09,1.174,4.432,13.698,
KIC4180280,4957.0,0.776,0.867,4.594,13.698,
KIC6345732,5937.0,1.291,1.084,4.251,13.701,
KIC2854914,5952.0,1.225,1.059,4.287,13.703,
KIC9527334,5900.0,0.951,1.065,4.509,13.704,
KIC9266431,5316.0,0.804,0.876,4.57,13.704,
KIC8142942,4931.0,0.734,0.794,4.605,13.708,
KIC6541920,5657.0,1.046,0.921,4.364,13.709,
KIC6766634,6018.0,1.286,1.09,4.257,13.709,
KIC11090556,5758.0,1.385,1.029,4.168,13.71,
KIC6599975,6065.0,1.061,1.163,4.452,13.71,
KIC9177629,4847.0,0.737,0.756,4.581,13.713,
KIC4857213,5146.0,0.905,0.832,4.445,13.714,
KIC6716545,6052.0,1.424,1.128,4.183,13.716,
KIC5374854,5877.0,1.265,0.997,4.233,13.716,
KIC7831264,6122.0,1.439,1.123,4.173,13.717,
KIC6707835,5629.0,0.943,1.033,4.503,13.721,
KIC9002278,4926.0,0.662,0.727,4.653,13.725,
KIC10657406,5201.0,0.834,0.948,4.573,13.733,
KIC10925104,3980.0,0.54,0.56,4.722,13.738,
KIC6035124,5272.0,0.813,0.902,4.574,13.746,
KIC9364609,5311.0,0.8,0.796,4.532,13.747,
KIC11125797,5413.0,0.82,0.931,4.579,13.747,
KIC11297236,5661.0,0.934,0.941,4.471,13.748,
KIC9963524,5244.0,0.81,0.826,4.538,13.749,
KIC8692861,5637.0,0.943,0.813,4.399,13.749,
KIC7040629,5966.0,1.499,1.213,4.169,13.749,
KIC7767162,6333.0,1.438,1.279,4.229,13.749,
KIC8628758,5768.0,1.067,0.946,4.358,13.749,
KIC10252275,5159.0,0.8,0.752,4.508,13.752,
KIC11360571,6564.0,1.356,1.212,4.255,13.754,
KIC2304320,5064.0,0.769,0.806,4.572,13.755,
KIC8095441,5523.0,0.88,0.907,4.506,13.756,
KIC11547505,5499.0,1.087,0.906,4.323,13.757,
KIC11359879,5514.0,0.978,1.003,4.459,13.758,
KIC10587105,6078.0,1.189,1.005,4.29,13.763,
KIC2831055,5991.0,1.092,1.032,4.375,13.764,
KIC9884104,5788.0,1.495,1.179,4.16,13.764,
KIC9455325,5371.0,0.852,0.864,4.513,13.766,
KIC8361905,5656.0,0.737,0.801,4.607,13.766,
KIC9183378,5718.0,1.48,0.936,4.069,13.767,
KIC11521793,5857.0,1.305,0.993,4.204,13.77,
KIC10905239,5576.0,1.593,1.074,4.065,13.77,
KIC7626506,5551.0,0.812,0.776,4.508,13.771,
KIC5437945,6340.0,1.393,1.031,4.163,13.771,
KIC7033671,5672.0,1.204,1.005,4.279,13.774,
KIC3342794,5845.0,1.314,0.998,4.2,13.776,
KIC10810838,4802.0,0.701,0.686,4.582,13.779,
KIC11449844,5510.0,0.879,0.973,4.539,13.779,
KIC7277317,4877.0,2.595,1.085,3.645,13.781,
KIC6803855,6148.0,1.488,1.094,4.132,13.781,
KIC4636578,6188.0,1.465,1.111,4.152,13.781,
KIC11651712,6003.0,0.932,1.019,4.507,13.785,
KIC9466429,6763.0,1.424,1.235,4.22,13.791,
KIC10055126,5903.0,1.156,0.974,4.3,13.797,
KIC7778437,6490.0,1.307,1.304,4.32,13.797,
KIC6605493,5806.0,1.101,0.996,4.353,13.799,
KIC11769890,5413.0,0.861,0.875,4.51,13.8,
KIC11253711,5855.0,1.34,0.92,4.148,13.8,
KIC10714072,5365.0,1.533,0.899,4.02,13.801,
KIC3323887,5779.0,0.956,1.034,4.491,13.803,
KIC11442793,5970.0,1.2,1.089,4.317,13.804,
KIC11624249,5311.0,1.769,0.834,3.864,13.807,
KIC5881120,6032.0,0.973,1.055,4.485,13.809,
KIC7447200,3912.0,0.533,0.556,4.728,13.822,
KIC6368175,6338.0,0.847,0.918,4.545,13.827,
KIC4458082,6688.0,1.347,1.336,4.304,13.827,
KIC4644952,5527.0,0.88,0.875,4.491,13.828,
KIC9221517,5173.0,0.822,0.874,4.55,13.829,
KIC9334893,4729.0,0.525,0.534,4.726,13.831,
KIC10854768,6306.0,1.792,1.399,4.077,13.832,
KIC11752632,5825.0,1.662,1.121,4.046,13.835,
KIC8415200,5576.0,1.289,0.963,4.201,13.836,
KIC8107380,5788.0,1.124,0.969,4.323,13.837,
KIC3656121,5951.0,1.155,1.015,4.319,13.838,
KIC6105462,6429.0,1.262,1.011,4.241,13.838,
KIC11402995,5705.0,1.14,0.939,4.297,13.844,
KIC11560897,5883.0,1.529,1.205,4.149,13.848,
KIC10397751,5374.0,0.721,0.68,4.555,13.851,
KIC9838468,5746.0,1.133,0.954,4.309,13.852,
KIC7826659,4658.0,0.686,0.743,4.632,13.855,
KIC10722485,5678.0,0.99,0.828,4.365,13.858,
KIC3661886,5949.0,1.184,1.027,4.303,13.86,
KIC8165946,5985.0,0.981,1.03,4.468,13.862,
KIC3548044,5670.0,0.95,0.802,4.387,13.865,
KIC4841374,5761.0,1.044,0.96,4.383,13.871,
KIC6020753,4671.0,0.68,0.75,4.636,13.872,
KIC9883606,6164.0,1.09,1.032,4.378,13.874,
KIC9872283,4854.0,1.749,0.97,3.939,13.884,
KIC10220837,5726.0,0.979,0.915,4.418,13.885,
KIC8081899,5481.0,0.815,0.914,4.574,13.889,
KIC5375194,5338.0,0.816,0.875,4.557,13.895,
KIC7133294,5771.0,1.382,0.89,4.106,13.897,
KIC8410727,6071.0,1.41,1.156,4.202,13.908,
KIC6347299,5815.0,1.198,0.976,4.27,13.909,
KIC9244508,6443.0,3.086,1.907,3.74,13.913,
KIC12008872,6143.0,1.116,1.001,4.344,13.914,
KIC5445681,5952.0,1.002,0.942,4.41,13.914,
KIC8394721,6198.0,1.324,1.101,4.237,13.914,
KIC10337517,5357.0,0.863,0.854,4.498,13.916,
KIC1996180,6123.0,1.263,1.066,4.263,13.925,
KIC8554701,6086.0,0.921,1.003,4.511,13.926,
KIC11361646,5973.0,1.081,1.036,4.386,13.928,
KIC10005758,5791.0,1.336,0.996,4.185,13.929,
KIC9995402,5213.0,0.917,0.832,4.434,13.93,
KIC9649706,5821.0,1.395,1.054,4.172,13.93,
KIC7517261,6602.0,1.685,1.333,4.108,13.932,
KIC11194032,4687.0,0.69,0.748,4.627,13.933,
KIC10545066,5747.0,1.099,0.953,4.335,13.936,
KIC8359498,5524.0,0.994,0.95,4.421,13.938,
KIC9527915,5211.0,0.799,0.838,4.556,13.938,
KIC7808587,5810.0,1.259,1.026,4.25,13.939,
KIC8802165,5679.0,0.972,1.058,4.487,13.939,
KIC9578686,5376.0,0.825,0.814,4.516,13.94,
KIC5959719,5168.0,0.769,0.793,4.566,13.942,
KIC4644604,5784.0,1.085,0.966,4.352,13.946,
KIC8738735,6000.0,1.044,1.122,4.45,13.949,
KIC11043167,6121.0,1.164,1.233,4.397,13.949,
KIC7764367,6432.0,1.584,1.337,4.164,13.949,
KIC4656049,6419.0,1.362,1.012,4.175,13.949,
KIC9872831,6157.0,1.392,1.02,4.159,13.95,
KIC5695524,6214.0,1.122,1.101,4.382,13.952,
KIC3942670,6007.0,1.42,1.108,4.178,13.954,
KIC9663113,6226.0,1.299,1.129,4.264,13.955,
KIC7303287,5933.0,1.115,0.998,4.342,13.956,
KIC5009743,5997.0,0.971,1.004,4.466,13.956,
KIC8494542,6455.0,1.496,1.087,4.125,13.957,
KIC9818381,6063.0,1.358,1.227,4.261,13.958,
KIC6768394,5862.0,1.307,0.973,4.194,13.959,
KIC1724719,6174.0,1.318,1.109,4.244,13.96,
KIC9366617,5456.0,2.154,1.074,3.802,13.961,
KIC8651389,6050.0,1.572,1.24,4.137,13.964,
KIC8480285,5956.0,1.098,0.922,4.322,13.965,
KIC10593535,5821.0,1.21,1.025,4.283,13.966,
KIC9597345,5497.0,1.046,0.988,4.394,13.967,
KIC4155328,6505.0,2.17,1.613,3.973,13.968,
KIC10586208,5655.0,1.354,0.947,4.152,13.971,
KIC5175024,6384.0,1.121,1.046,4.361,13.973,
KIC3116412,5765.0,1.242,0.968,4.236,13.974,
KIC10525049,3872.0,0.557,0.585,4.714,13.977,
KIC11457726,6277.0,1.097,1.148,4.417,13.977,
KIC9886661,5430.0,0.858,0.961,4.555,13.984,
KIC5941160,5675.0,0.915,0.878,4.459,13.984,
KIC9209624,5772.0,1.003,0.824,4.351,13.987,
KIC5339567,5688.0,1.111,0.969,4.333,13.987,
KIC9458613,5900.0,1.694,1.1,4.022,13.988,
KIC6062088,5821.0,1.085,0.972,4.355,13.989,
KIC8161561,6185.0,1.972,1.46,4.013,13.992,
KIC9101496,5878.0,1.812,1.212,4.005,13.996,
KIC9530945,6086.0,1.216,1.013,4.274,13.998,
KIC5809890,5041.0,0.766,0.807,4.576,13.999,
KIC5128673,5837.0,1.159,0.988,4.305,14.0,
KIC3217264,5376.0,0.94,0.934,4.462,14.001,
KIC3745690,5767.0,1.014,0.918,4.389,14.002,
KIC6665695,5077.0,0.774,0.806,4.567,14.005,
KIC5953297,4868.0,0.746,0.814,4.6,14.009,
KIC6849046,5574.0,1.054,1.025,4.403,14.014,
KIC10328393,4955.0,0.721,0.774,4.61,14.017,
KIC2987027,4941.0,0.738,0.79,4.599,14.018,
KIC12600735,6008.0,1.168,1.117,4.35,14.02,
KIC3239945,4799.0,0.692,0.776,4.631,14.023,
KIC10788461,5678.0,1.303,1.015,4.215,14.026,
KIC9412760,4500.0,0.646,0.71,4.656,14.028,
KIC4157325,5670.0,1.022,0.949,4.397,14.028,
KIC9651234,5162.0,0.791,0.826,4.559,14.031,
KIC9205938,5678.0,0.921,0.794,4.409,14.033,
KIC8015907,5461.0,0.897,0.926,4.499,14.034,
KIC4932442,5861.0,1.304,1.01,4.212,14.042,
KIC5374403,5529.0,0.925,0.893,4.457,14.05,
KIC8689793,6068.0,0.831,0.931,4.565,14.053,
KIC11193263,5685.0,1.35,1.039,4.194,14.056,
KIC9962455,5416.0,1.756,1.004,3.951,14.056,
KIC6584273,5968.0,0.881,0.97,4.534,14.06,
KIC11415243,4798.0,0.707,0.771,4.62,14.061,
KIC7219825,6086.0,1.216,1.013,4.274,14.061,
KIC4165473,5627.0,0.945,0.925,4.453,14.07,
KIC5299459,5511.0,0.987,0.947,4.426,14.072,
KIC5938970,4641.0,0.747,0.734,4.557,14.073,
KIC9026749,5734.0,3.405,1.648,3.591,14.074,
KIC10583761,5266.0,0.829,0.765,4.484,14.077,
KIC7691260,5229.0,0.688,0.765,4.643,14.083,
KIC10001368,6237.0,1.116,1.069,4.374,14.083,
KIC3448130,5808.0,1.397,1.058,4.172,14.087,
KIC11499228,6285.0,1.039,1.084,4.441,14.09,
KIC11612280,5855.0,1.268,1.02,4.24,14.09,
KIC4055304,5132.0,0.886,0.82,4.457,14.098,
KIC5357545,4901.0,0.716,0.807,4.618,14.099,
KIC11461433,5083.0,0.872,0.815,4.468,14.1,
KIC7870032,5497.0,0.872,0.901,4.512,14.101,
KIC11403339,5412.0,0.843,0.945,4.562,14.102,
KIC11015323,5515.0,0.925,0.888,4.453,14.106,
KIC6697756,4374.0,0.614,0.6,4.639,14.107,
KIC3734418,5143.0,0.778,0.803,4.561,14.11,
KIC10730070,6202.0,1.072,1.05,4.401,14.11,
KIC3847138,5550.0,0.953,0.894,4.431,14.112,
KIC4144576,5237.0,0.887,0.907,4.5,14.113,
KIC7747457,6302.0,1.269,1.063,4.259,14.118,
KIC12404305,5565.0,1.03,0.889,4.361,14.118,
KIC11601584,5191.0,0.826,0.844,4.53,14.122,
KIC1849702,5026.0,0.759,0.8,4.58,14.125,
KIC6949061,5808.0,1.374,1.054,4.185,14.128,
KIC2990873,5547.0,0.925,0.9,4.46,14.129,
KIC9146018,5475.0,0.982,0.947,4.43,14.129,
KIC7908367,5254.0,1.514,0.937,4.05,14.13,
KIC10908248,5675.0,1.292,0.984,4.209,14.131,
KIC7626370,5238.0,0.851,0.784,4.472,14.131,
KIC7879433,4239.0,0.6,0.611,4.667,14.131,
